Year,First Name,County,Sex,Count
2013,BEATRICE,NEW YORK,F,11
2013,NOA,NEW YORK,F,11
2013,HAZEL,NEW YORK,F,11
2013,JACQUELINE,NEW YORK,F,11
2013,DELILAH,NEW YORK,F,11
2013,KIARA,NEW YORK,F,11
2013,ANASTASIA,NEW YORK,F,11
2013,MARY,NEW YORK,F,11
2013,JESSICA,NEW YORK,F,11
2013,LOGAN,SUFFOLK,M,58
2013,JAMES,WESTCHESTER,M,45
2013,ABBY,KINGS,F,14
2013,JENNY,KINGS,F,14
2013,MILANA,KINGS,F,14
2013,ADDISON,KINGS,F,13
2013,ELI,ST LAWRENCE,M,6
2013,LANDON,ST LAWRENCE,M,6
2013,CARSON,ST LAWRENCE,M,6
2013,ALEXANDER,ST LAWRENCE,M,5
2013,SAMUEL,ST LAWRENCE,M,5
2013,ALEXIS,KINGS,F,13
2013,MACKENZIE,KINGS,F,13
2013,ANNABELLE,KINGS,F,13
2013,ADRIANNA,KINGS,F,13
2013,KIARA,KINGS,F,13
2013,KELLY,KINGS,F,13
2013,ALEXIA,KINGS,F,13
2013,KATELYN,KINGS,F,13
2013,LESLIE,KINGS,F,13
2013,JACKSON,ST LAWRENCE,M,5
2013,HENRY,ST LAWRENCE,M,5
2013,ATHENA,KINGS,F,13
2013,HANNA,KINGS,F,13
2013,ANIYAH,KINGS,F,13
2013,CRYSTAL,KINGS,F,13
2013,JULIET,NEW YORK,F,11
2013,VALERIE,NEW YORK,F,11
2013,ELOISE,KINGS,F,13
2013,ALEENA,KINGS,F,13
2013,ELLIE,NEW YORK,F,11
2013,MADELYN,NEW YORK,F,11
2013,AMY,NEW YORK,F,11
2013,MIRIAM,NEW YORK,F,11
2013,ALEXIS,NEW YORK,F,11
2013,SAVANNAH,NEW YORK,F,11
2013,MATILDA,NEW YORK,F,12
2013,NOAH,SUFFOLK,M,60
2013,JUSTIN,SUFFOLK,M,63
2013,CHRISTIAN,SUFFOLK,M,63
2013,LIAM,SUFFOLK,M,70
2013,ADA,KINGS,F,13
2013,JOYCE,KINGS,F,13
2013,SIMONE,KINGS,F,13
2013,JUNE,KINGS,F,13
2013,ADINA,KINGS,F,13
2013,LIV,NEW YORK,F,12
2013,THOMAS,SUFFOLK,M,71
2013,WENDY,KINGS,F,13
2013,OWEN,ST LAWRENCE,M,5
2013,HELENA,NEW YORK,F,12
2013,JOHN,SUFFOLK,M,71
2013,ANDREW,SUFFOLK,M,74
2013,GEORGIA,NEW YORK,F,12
2013,SASHA,NEW YORK,F,12
2013,IRIS,NEW YORK,F,12
2013,LYLA,NEW YORK,F,12
2013,JACK,SUFFOLK,M,74
2013,ANDREW,WESTCHESTER,M,47
2013,CHASE,ST LAWRENCE,M,5
2013,BRAYDEN,ST LAWRENCE,M,5
2013,LINCOLN,ST LAWRENCE,M,5
2013,JASE,ST LAWRENCE,M,5
2013,JAYLA,NEW YORK,F,12
2013,IVY,NEW YORK,F,12
2013,CHELSEA,NEW YORK,F,12
2013,LEILA,NEW YORK,F,12
2013,QUINN,NEW YORK,F,12
2013,NICOLE,NEW YORK,F,12
2013,PEYTON,NEW YORK,F,12
2013,DAPHNE,NEW YORK,F,13
2013,PHOEBE,NEW YORK,F,13
2013,ROSE,NEW YORK,F,13
2013,JOSEPHINE,NEW YORK,F,13
2013,JADE,NEW YORK,F,13
2013,KHLOE,NEW YORK,F,13
2013,MORGAN,NEW YORK,F,13
2013,JASMINE,NEW YORK,F,13
2013,SERENITY,NEW YORK,F,13
2013,SARA,NEW YORK,F,13
2013,KAYLEE,NEW YORK,F,13
2013,AUBREY,NEW YORK,F,13
2013,BRIANNA,NEW YORK,F,13
2013,JANE,NEW YORK,F,14
2013,LOLA,NEW YORK,F,14
2013,MARGARET,NEW YORK,F,14
2013,CECILIA,NEW YORK,F,14
2013,AMBER,NEW YORK,F,14
2013,LIA,NEW YORK,F,14
2013,RUBY,NEW YORK,F,14
2013,SKYLAR,NEW YORK,F,14
2013,GENESIS,NEW YORK,F,14
2013,SKYLAH,KINGS,F,13
2013,WINNIE,KINGS,F,13
2013,HADASSAH,KINGS,F,13
2013,ANISA,KINGS,F,13
2013,SHIFRA,KINGS,F,13
2013,PERL,KINGS,F,13
2013,BREINDY,KINGS,F,13
2013,JULIANA,KINGS,F,12
2013,PAIGE,KINGS,F,12
2013,LILIANA,KINGS,F,12
2013,SIENNA,KINGS,F,12
2013,EMELY,KINGS,F,12
2013,ALIYAH,KINGS,F,12
2013,CORA,KINGS,F,12
2013,GISELLE,KINGS,F,12
2013,ELISE,KINGS,F,12
2013,KARINA,KINGS,F,12
2013,MAGGIE,KINGS,F,12
2013,CAMILLE,KINGS,F,12
2013,VALERIA,KINGS,F,12
2013,KAYLIN,KINGS,F,12
2013,HEAVEN,KINGS,F,12
2013,JAYLEEN,KINGS,F,12
2013,ANGELICA,KINGS,F,12
2013,AMIYAH,KINGS,F,12
2013,EILEEN,KINGS,F,12
2013,SHIRLEY,KINGS,F,12
2013,ELAINE,KINGS,F,12
2013,SELINA,KINGS,F,12
2013,AHUVA,KINGS,F,12
2013,RENEE,KINGS,F,12
2013,SHIRA,KINGS,F,12
2013,ALISA,KINGS,F,12
2013,ELISHEVA,KINGS,F,12
2013,FRADEL,KINGS,F,12
2013,FRIMET,KINGS,F,12
2013,RIFKY,KINGS,F,12
2013,GIULIANA,KINGS,F,11
2013,PAYTON,KINGS,F,11
2013,EMMA,STEUBEN,F,12
2013,LILLIAN,STEUBEN,F,8
2013,CLARA,KINGS,F,11
2013,AURORA,KINGS,F,11
2013,ABIGAIL,STEUBEN,F,7
2013,OLIVIA,STEUBEN,F,6
2013,AVA,STEUBEN,F,5
2013,ADDISON,NEW YORK,F,14
2013,KAYLA,NEW YORK,F,14
2013,AALIYAH,NEW YORK,F,14
2013,ELIZA,NEW YORK,F,15
2013,EMILIA,NEW YORK,F,15
2013,ELENA,NEW YORK,F,15
2013,REBECCA,NEW YORK,F,15
2013,ISLA,NEW YORK,F,16
2013,TALIA,NEW YORK,F,16
2013,JAYDEN,SUFFOLK,M,74
2013,GABRIELLA,STEUBEN,F,5
2013,LILA,KINGS,F,11
2013,LUCAS,SUFFOLK,M,76
2013,LUCIA,KINGS,F,11
2013,ARYA,KINGS,F,11
2013,HANNAH,STEUBEN,F,5
2013,AISHA,KINGS,F,11
2013,JANE,KINGS,F,11
2013,ZOEY,STEUBEN,F,5
2013,PAISLEY,STEUBEN,F,5
2013,NOAH,STEUBEN,M,12
2013,LOGAN,STEUBEN,M,9
2013,LANDON,STEUBEN,M,9
2013,JULIETTE,NEW YORK,F,16
2013,RYAN,WESTCHESTER,M,48
2013,LIAM,STEUBEN,M,7
2013,DANNA,KINGS,F,11
2013,YARETZI,KINGS,F,11
2013,SARAI,KINGS,F,11
2013,NYLA,NEW YORK,F,16
2013,PAIGE,NEW YORK,F,16
2013,FIONA,NEW YORK,F,16
2013,TAYLOR,NEW YORK,F,16
2013,ALLISON,NEW YORK,F,16
2013,ELOISE,NEW YORK,F,17
2013,ANNABELLE,NEW YORK,F,17
2013,ISABELLE,NEW YORK,F,17
2013,ALEXANDER,SUFFOLK,M,78
2013,JACOB,SUFFOLK,M,84
2013,DANIEL,SUFFOLK,M,87
2013,CHRISTOPHER,SUFFOLK,M,91
2013,DAPHNE,KINGS,F,11
2013,KAMILA,KINGS,F,11
2013,SKYLA,KINGS,F,11
2013,CELINE,KINGS,F,11
2013,SAMARA,KINGS,F,11
2013,ALIZA,KINGS,F,11
2013,MARIA,NEW YORK,F,17
2013,KYLIE,NEW YORK,F,17
2013,JAMES,SUFFOLK,M,91
2013,MASON,SUFFOLK,M,97
2013,RYAN,SUFFOLK,M,100
2013,DYLAN,SUFFOLK,M,107
2013,NOA,KINGS,F,11
2013,ZAHRA,KINGS,F,11
2013,JAYDA,KINGS,F,11
2013,ARIA,NEW YORK,F,17
2013,ELIANA,NEW YORK,F,18
2013,NICHOLAS,SUFFOLK,M,125
2013,ANTHONY,SUFFOLK,M,128
2013,JOSEPH,SUFFOLK,M,129
2013,MATTHEW,SUFFOLK,M,132
2013,YAEL,KINGS,F,11
2013,SLOANE,NEW YORK,F,19
2013,LILA,NEW YORK,F,19
2013,CLARA,NEW YORK,F,19
2013,ALICE,NEW YORK,F,19
2013,CLAIRE,NEW YORK,F,19
2013,LILLIAN,NEW YORK,F,19
2013,LAYLA,NEW YORK,F,19
2013,MICHAEL,SUFFOLK,M,142
2013,CHARLEIGH,SUFFOLK,F,5
2013,HOLLY,SUFFOLK,F,5
2013,KEYLA,SUFFOLK,F,5
2013,LINDSAY,SUFFOLK,F,5
2013,SHERLYN,KINGS,F,11
2013,ERICA,KINGS,F,11
2013,LINDA,KINGS,F,11
2013,RAIZEL,KINGS,F,11
2013,SYLVIA,KINGS,F,11
2013,MALAK,KINGS,F,11
2013,ANTONELLA,SUFFOLK,F,5
2013,GITTEL,KINGS,F,11
2013,RILEY,NEW YORK,F,19
2013,NATHALY,SUFFOLK,F,5
2013,SHANIA,KINGS,F,11
2013,ARIANNA,NEW YORK,F,19
2013,ZOEY,NEW YORK,F,20
2013,NATALIE,NEW YORK,F,20
2013,KYLEIGH,SUFFOLK,F,5
2013,LILIANNA,SUFFOLK,F,5
2013,NANCY,SUFFOLK,F,5
2013,LESLY,SUFFOLK,F,5
2013,ROIZA,KINGS,F,11
2013,BRUCHY,KINGS,F,11
2013,MIRI,KINGS,F,11
2013,IDY,KINGS,F,11
2013,LUNA,NEW YORK,F,21
2013,MUSHKA,KINGS,F,11
2013,BLAKE,STEUBEN,M,6
2013,ELEANOR,NEW YORK,F,21
2013,NORA,NEW YORK,F,21
2013,MARY,KINGS,F,10
2013,AUDREY,NEW YORK,F,21
2013,VALENTINA,NEW YORK,F,21
2013,ARIANA,NEW YORK,F,21
2013,SIENNA,NEW YORK,F,22
2013,KRISTEN,SUFFOLK,F,5
2013,LILYANA,SUFFOLK,F,5
2013,NOAH,WESTCHESTER,M,48
2013,ERIN,KINGS,F,10
2013,DELILAH,KINGS,F,10
2013,FRANCESCA,KINGS,F,10
2013,MIKAYLA,KINGS,F,10
2013,PHOENIX,KINGS,F,10
2013,ISABEL,NEW YORK,F,22
2013,HARPER,NEW YORK,F,22
2013,ASHLEY,NEW YORK,F,22
2013,VIVIENNE,NEW YORK,F,23
2013,LUCY,NEW YORK,F,23
2013,NAOMI,NEW YORK,F,23
2013,VIOLET,NEW YORK,F,23
2013,ALEXA,NEW YORK,F,25
2013,CAROLINE,NEW YORK,F,26
2013,VIVIAN,NEW YORK,F,26
2013,HAILEY,NEW YORK,F,26
2013,MIRANDA,KINGS,F,10
2013,PARKER,STEUBEN,M,6
2013,MASON,WESTCHESTER,M,48
2013,BENJAMIN,WESTCHESTER,M,53
2013,JOSEPH,WESTCHESTER,M,53
2013,LIAM,WESTCHESTER,M,55
2013,COLTON,STEUBEN,M,6
2013,JAXON,STEUBEN,M,6
2013,SASHA,KINGS,F,10
2013,OLIVE,KINGS,F,10
2013,CYNTHIA,KINGS,F,10
2013,AYLIN,KINGS,F,10
2013,MELANY,KINGS,F,10
2013,AMELIA,NEW YORK,F,26
2013,MILA,NEW YORK,F,27
2013,KATHERINE,NEW YORK,F,27
2013,CAMILA,NEW YORK,F,27
2013,MADELEINE,NEW YORK,F,28
2013,SYDNEY,NEW YORK,F,28
2013,BELLA,NEW YORK,F,28
2013,GABRIELLA,NEW YORK,F,28
2013,NINA,NEW YORK,F,29
2013,MADELINE,NEW YORK,F,29
2013,SARAH,NEW YORK,F,29
2013,CATHERINE,NEW YORK,F,30
2013,JACOB,WESTCHESTER,M,57
2013,CHRISTOPHER,WESTCHESTER,M,59
2013,MASON,STEUBEN,M,5
2013,ALEXANDER,STEUBEN,M,5
2013,RYAN,STEUBEN,M,5
2013,JAMES,STEUBEN,M,5
2013,SAMUEL,STEUBEN,M,5
2013,BRIDGET,KINGS,F,10
2013,ANABELLE,KINGS,F,10
2013,EVE,KINGS,F,10
2013,ANNE,KINGS,F,10
2013,CHRISTINE,KINGS,F,10
2013,HEIDI,KINGS,F,10
2013,RUTH,KINGS,F,10
2013,GABRIEL,STEUBEN,M,5
2013,GAVIN,STEUBEN,M,5
2013,AVERY,NEW YORK,F,30
2013,STELLA,NEW YORK,F,31
2013,SAMANTHA,NEW YORK,F,31
2013,ANNA,NEW YORK,F,33
2013,GRACE,NEW YORK,F,33
2013,LEAH,NEW YORK,F,33
2013,SADIE,NEW YORK,F,34
2013,SCARLETT,NEW YORK,F,34
2013,EVA,NEW YORK,F,35
2013,FRANCES,KINGS,F,10
2013,ALMA,KINGS,F,10
2013,FARAH,KINGS,F,10
2013,ANAIS,KINGS,F,10
2013,JANIYAH,KINGS,F,10
2013,ELINA,KINGS,F,10
2013,SIMA,KINGS,F,10
2013,LIBA,KINGS,F,10
2013,CHAVY,KINGS,F,10
2013,GOLDA,KINGS,F,10
2013,HINDA,KINGS,F,10
2013,DAVID,KINGS,M,272
2013,JAYDEN,KINGS,M,268
2013,MOSHE,KINGS,M,219
2013,JACOB,KINGS,M,202
2013,ETHAN,KINGS,M,196
2013,DANIEL,KINGS,M,188
2013,EVELYN,NEW YORK,F,35
2013,LILY,NEW YORK,F,36
2013,ELIZABETH,NEW YORK,F,36
2013,VICTORIA,NEW YORK,F,40
2013,ELI,STEUBEN,M,5
2013,AIDEN,KINGS,M,182
2013,BRANTLEY,STEUBEN,M,5
2013,SOPHIA,SUFFOLK,F,128
2013,PENELOPE,NEW YORK,F,41
2013,JULIA,NEW YORK,F,41
2013,ABIGAIL,NEW YORK,F,41
2013,SOPHIE,NEW YORK,F,44
2013,HANNAH,NEW YORK,F,44
2013,EMILY,NEW YORK,F,45
2013,SOFIA,NEW YORK,F,48
2013,ALEXANDRA,NEW YORK,F,51
2013,MADISON,NEW YORK,F,53
2013,MAYA,NEW YORK,F,57
2013,ELLA,NEW YORK,F,57
2013,CHLOE,NEW YORK,F,62
2013,NOAH,KINGS,M,168
2013,JOSEPH,KINGS,M,166
2013,MICHAEL,KINGS,M,146
2013,MATTHEW,KINGS,M,140
2013,ABRAHAM,KINGS,M,135
2013,SAMUEL,KINGS,M,133
2013,LIAM,KINGS,M,130
2013,JOSHUA,KINGS,M,130
2013,ALEXANDER,KINGS,M,126
2013,CHAIM,KINGS,M,126
2013,RYAN,KINGS,M,124
2013,ANTHONY,KINGS,M,122
2013,ISAAC,KINGS,M,122
2013,LUCAS,KINGS,M,118
2013,DYLAN,KINGS,M,116
2013,BENJAMIN,KINGS,M,110
2013,MASON,KINGS,M,103
2013,ELIJAH,KINGS,M,101
2013,JUSTIN,KINGS,M,101
2013,AARON,KINGS,M,99
2013,KEVIN,KINGS,M,93
2013,JAMES,KINGS,M,92
2013,NATHAN,KINGS,M,91
2013,CHRISTOPHER,KINGS,M,89
2013,ZOE,NEW YORK,F,65
2013,MIA,NEW YORK,F,70
2013,AVA,NEW YORK,F,72
2013,CHARLOTTE,NEW YORK,F,76
2013,SOPHIA,NEW YORK,F,77
2013,ISABELLA,NEW YORK,F,81
2013,OLIVIA,NEW YORK,F,118
2013,EMMA,NEW YORK,F,125
2013,MARCELLO,NASSAU,M,5
2013,CARMINE,NASSAU,M,5
2013,YOSEF,KINGS,M,86
2013,GABRIEL,KINGS,M,83
2013,WILLIAM,KINGS,M,81
2013,JEREMIAH,KINGS,M,80
2013,SHIMON,KINGS,M,80
2013,MUHAMMAD,KINGS,M,79
2013,ADAM,KINGS,M,78
2013,AMIR,KINGS,M,78
2013,JASON,KINGS,M,77
2013,CHRISTIAN,KINGS,M,76
2013,FRANCESCO,NASSAU,M,5
2013,ANDREW,KINGS,M,75
2013,SYED,NASSAU,M,5
2013,SERGIO,NASSAU,M,5
2013,JEFFERSON,NASSAU,M,5
2013,RONALD,NASSAU,M,5
2013,TYLER,KINGS,M,75
2013,DERRICK,NASSAU,M,5
2013,FRANCIS,NASSAU,M,5
2013,SANTINO,NASSAU,M,5
2013,GARRETT,NASSAU,M,5
2013,EMANUEL,NASSAU,M,5
2013,NAYELI,SUFFOLK,F,5
2013,BROOKLYNN,SUFFOLK,F,5
2013,ALESSIA,SUFFOLK,F,5
2013,ANNABEL,SUFFOLK,F,5
2013,JOSIAH,KINGS,M,75
2013,NICHOLAS,KINGS,M,74
2013,JONATHAN,KINGS,M,73
2013,HENRY,KINGS,M,72
2013,ERIC,KINGS,M,72
2013,OLIVIA,SUFFOLK,F,120
2013,MIA,SUFFOLK,F,116
2013,ISABELLA,SUFFOLK,F,110
2013,ELI,KINGS,M,71
2013,JAYLEN,NASSAU,M,5
2013,CASEY,NASSAU,M,5
2013,MANUEL,NASSAU,M,5
2013,ANDRE,NASSAU,M,5
2013,ABEL,NASSAU,M,5
2013,CODY,NASSAU,M,5
2013,MOHAMMAD,NASSAU,M,5
2013,AHMED,NASSAU,M,5
2013,IBRAHIM,NASSAU,M,5
2013,RAFAEL,NASSAU,M,5
2013,DAMIAN,NASSAU,M,5
2013,ANDY,NASSAU,M,5
2013,LINCOLN,NASSAU,M,5
2013,CHAIM,NASSAU,M,5
2013,MOSHE,NASSAU,M,5
2013,BRANDON,KINGS,M,70
2013,JOHN,KINGS,M,69
2013,MORDECHAI,KINGS,M,68
2013,MENACHEM,KINGS,M,65
2013,JACK,KINGS,M,64
2013,SEBASTIAN,KINGS,M,64
2013,ARON,KINGS,M,63
2013,YITZCHOK,KINGS,M,63
2013,SHLOMO,KINGS,M,60
2013,EVAN,KINGS,M,59
2013,OLIVER,KINGS,M,59
2013,AVA,SUFFOLK,F,102
2013,EMMA,SUFFOLK,F,83
2013,SAMANTHA,SUFFOLK,F,77
2013,OWEN,KINGS,M,58
2013,ADRIAN,KINGS,M,58
2013,GERARD,NASSAU,M,6
2013,AARAV,NASSAU,M,6
2013,GIUSEPPE,NASSAU,M,6
2013,LUCIANO,NASSAU,M,6
2013,FREDERICK,NASSAU,M,6
2013,DONOVAN,NASSAU,M,6
2013,DENNIS,NASSAU,M,6
2013,KIERAN,NASSAU,M,6
2013,LEO,KINGS,M,58
2013,LOGAN,KINGS,M,57
2013,EMILY,SUFFOLK,F,76
2013,CHARLOTTE,SUFFOLK,F,72
2013,SOFIA,SUFFOLK,F,66
2013,AYAAN,NASSAU,M,6
2013,JUDAH,NASSAU,M,6
2013,NICO,NASSAU,M,6
2013,ARI,NASSAU,M,6
2013,SANTIAGO,NASSAU,M,6
2013,GLORIA,SUFFOLK,F,5
2013,HELENA,SUFFOLK,F,5
2013,SKYE,SUFFOLK,F,5
2013,CALI,SUFFOLK,F,5
2013,BRIDGET,SUFFOLK,F,5
2013,ABIGAIL,SUFFOLK,F,64
2013,MADISON,SUFFOLK,F,62
2013,JULIAN,KINGS,M,56
2013,ANGEL,KINGS,M,54
2013,AUSTIN,KINGS,M,54
2013,YISROEL,KINGS,M,54
2013,JULIUS,NASSAU,M,6
2013,PHILIP,NASSAU,M,6
2013,SHMUEL,NASSAU,M,6
2013,ADELYN,SUFFOLK,F,5
2013,YARETZI,SUFFOLK,F,5
2013,YAKOV,KINGS,M,52
2013,NATHANIEL,KINGS,M,51
2013,YEHUDA,KINGS,M,51
2013,ISAIAH,KINGS,M,50
2013,JARED,NASSAU,M,6
2013,EMMETT,NASSAU,M,6
2013,MARTIN,NASSAU,M,6
2013,DAMIEN,NASSAU,M,6
2013,ABBY,SUFFOLK,F,5
2013,ELOISE,SUFFOLK,F,5
2013,CRYSTAL,SUFFOLK,F,5
2013,ALICIA,SUFFOLK,F,5
2013,CASEY,SUFFOLK,F,5
2013,NIA,SUFFOLK,F,5
2013,GENESIS,SUFFOLK,F,60
2013,GIANNA,SUFFOLK,F,58
2013,BRIANNA,SUFFOLK,F,55
2013,AVERY,SUFFOLK,F,52
2013,MCKENNA,SUFFOLK,F,5
2013,HADLEY,SUFFOLK,F,5
2013,ELLA,SUFFOLK,F,46
2013,RAYMOND,NASSAU,M,6
2013,JUAN,NASSAU,M,6
2013,DEVIN,NASSAU,M,6
2013,MICAH,NASSAU,M,6
2013,OSCAR,NASSAU,M,6
2013,AMIR,NASSAU,M,6
2013,ABRAHAM,NASSAU,M,6
2013,PEYTON,NASSAU,M,6
2013,GIANLUCA,NASSAU,M,7
2013,NIKO,NASSAU,M,7
2013,ELLIANA,SUFFOLK,F,5
2013,MIRANDA,SUFFOLK,F,5
2013,HARMONY,SUFFOLK,F,5
2013,DAKOTA,SUFFOLK,F,5
2013,ALIYAH,SUFFOLK,F,5
2013,CHRISTINA,SUFFOLK,F,5
2013,NYLA,SUFFOLK,F,5
2013,LUNA,SUFFOLK,F,5
2013,SABRINA,SUFFOLK,F,5
2013,MCKENZIE,SUFFOLK,F,5
2013,MAX,KINGS,M,49
2013,STEVEN,KINGS,M,49
2013,JADEN,KINGS,M,49
2013,LEVI,KINGS,M,48
2013,YAAKOV,KINGS,M,48
2013,GRACE,SUFFOLK,F,43
2013,SHMUEL,KINGS,M,47
2013,CALEB,KINGS,M,46
2013,MARIO,NASSAU,M,7
2013,JOHAN,NASSAU,M,7
2013,JORGE,NASSAU,M,7
2013,GREGORY,NASSAU,M,7
2013,JAMESON,NASSAU,M,7
2013,SAWYER,NASSAU,M,7
2013,ANDERSON,NASSAU,M,7
2013,ISRAEL,NASSAU,M,7
2013,RYDER,NASSAU,M,7
2013,CAYDEN,NASSAU,M,7
2013,LIA,SUFFOLK,F,5
2013,ANGELA,SUFFOLK,F,5
2013,SKYLER,SUFFOLK,F,5
2013,ELLIE,SUFFOLK,F,5
2013,ARIEL,SUFFOLK,F,5
2013,NICOLETTE,SUFFOLK,F,6
2013,GIANA,SUFFOLK,F,6
2013,CASSANDRA,SUFFOLK,F,6
2013,LUCIANA,SUFFOLK,F,6
2013,AYLA,SUFFOLK,F,6
2013,CAITLYN,SUFFOLK,F,6
2013,CHARLES,KINGS,M,46
2013,ZEV,KINGS,M,46
2013,OSCAR,KINGS,M,45
2013,ISRAEL,KINGS,M,45
2013,XAVIER,KINGS,M,44
2013,ALEX,KINGS,M,44
2013,IVAN,KINGS,M,44
2013,ALAN,KINGS,M,42
2013,AVRAHAM,KINGS,M,42
2013,LUKE,KINGS,M,41
2013,LOUIS,NASSAU,M,7
2013,KENNETH,NASSAU,M,7
2013,ETHAN,WESTCHESTER,M,59
2013,ANTHONY,WESTCHESTER,M,62
2013,ROBERT,KINGS,M,41
2013,BRIAN,KINGS,M,41
2013,AYDEN,KINGS,M,40
2013,GREYSON,NASSAU,M,7
2013,OMAR,KINGS,M,40
2013,KAI,NASSAU,M,7
2013,KING,NASSAU,M,7
2013,ARIEL,NASSAU,M,7
2013,KYLE,NASSAU,M,7
2013,JOSE,NASSAU,M,7
2013,COLTON,NASSAU,M,7
2013,REID,NASSAU,M,8
2013,ROCCO,NASSAU,M,8
2013,SALVATORE,NASSAU,M,8
2013,TREVOR,NASSAU,M,8
2013,DIEGO,NASSAU,M,8
2013,JESSE,NASSAU,M,8
2013,BRADY,NASSAU,M,8
2013,MARK,NASSAU,M,8
2013,EMMANUEL,NASSAU,M,8
2013,MUHAMMAD,NASSAU,M,8
2013,AVERY,NASSAU,M,8
2013,CHRIS,NASSAU,M,9
2013,MYLES,NASSAU,M,9
2013,SPENCER,NASSAU,M,9
2013,EDWIN,NASSAU,M,9
2013,MAXIMUS,NASSAU,M,9
2013,AXEL,NASSAU,M,9
2013,PRESTON,NASSAU,M,9
2013,DEAN,NASSAU,M,9
2013,ASHER,NASSAU,M,9
2013,MATEO,NASSAU,M,9
2013,CARLOS,NASSAU,M,9
2013,JAXSON,NASSAU,M,9
2013,NOLAN,NASSAU,M,9
2013,LEVI,NASSAU,M,9
2013,ALEJANDRO,NASSAU,M,10
2013,EZRA,NASSAU,M,10
2013,NICHOLAS,WESTCHESTER,M,63
2013,ALEXANDER,WESTCHESTER,M,63
